name,artistID,weight
Sero.Overdose,1323,313
Stellar Kart,12694,313
Marti Brom,14479,313
Sven Weisemann,4857,313
Children Within,14296,312
A.E,12594,312
Ximena,12593,312
Juliet Simms,5309,312
Poison Idea,15918,312
Roxanne Emery,4813,312
Merzbow,3531,312
Berliner Philharmoniker,4913,312
Борис Моисеев,7710,312
Live Maria Roggen,18183,312
Mikey Dread,16100,312
Serenity,16422,312
Carl Perkins,14480,312
Ella Fitzgerald & Louis Armstrong,12186,312
Protector,10774,312
Yuksek,6047,311
Nugo Sebil,13506,311
Darker My Love,4067,311
Spiritual Front,6667,311
Sadus,5366,311
Stavento,645,311
Bas Tajpan & Miuosh,10054,311
The Bear Quartet,14139,311
Spearmint,17906,311
Daggermouth,9800,310
Hector,11821,310
Il Volo,14955,310
Paramore攀,15929,310
I Hear Sirens,5808,310
Behold... the Arctopus,9453,310
Маша Badda Boo,15139,310
DJ Earworm,2084,310
Sandoval,17087,310
Esoterica,16389,310
Kiosk,11596,310
Traveling Wilburys,4133,310
Cihat Aşkın,8453,310
Lori Meyers,15645,309
Nic Jones,17072,309
Scarface,10055,309
Bishoujo Senshi,10932,309
Diego Torres,9820,309
Reese Witherspoon,5625,309
Terramara,10192,309
Blue Effect,13115,309
Talek R. Julian,17749,309
Flux of Pink Indians,14111,308
S.A.R.S.,14738,308
The Prids,12977,308
Al Green,15391,308
Cídia e Dan,6723,308
Audion,15798,308
Wax Tailor,6045,308
Robert Pollard,14140,308
Sexy Sushi,10722,308
The Cruel Sea,16646,308
М. А. Булгаков,7718,308
Seasick Steve,14476,308
kaman leung,18588,308
Chainsaw Disaster,1539,308
Harlem,7181,308
Humberto & Ronaldo,5589,308
Priscilla Ahn,11500,308
Eleftheria Eleftheriou,647,307
Trem da Alegria,11445,307
The Boy Least Likely To,17306,307
Saving Abel,15975,307
El mató a un Policía Motorizado,17989,307
Chiara Civello,8847,307
Gluecifer,10619,307
Digimortal,10030,307
Hayley Williams,1245,307
Teena Marie,1850,306
Huun-Huur-Tu,11631,306
The Beat Farmers,17570,306
Alkpote,2224,306
www.DjFahad.com,398,306
White Denim,11738,306
Kreş,16027,306
The Fashion,7182,306
Outputmessage,16057,306
Dolly Rockers,17077,306
Sleeping In The Aviary,12995,306
Samsa,17073,306
Souls of Mischief,1634,306
Dinosaur Pile-Up,14354,306
Roberto Vecchioni,5619,306
Anna Calvi,12993,306
Liz Callaway,13445,306
Gangsta Boo,14141,306
Mr. Scruff,6004,305
Chacda,17074,305
浜口史郎,12187,305
Sin Fang Bous,9876,305
Komeda,7251,305
Saturday Looks Good to Me,15854,305
LAREINE,12702,305
The D.O.C.,1635,305
The Watchmen,17493,305
Steel Attack,1367,305
L'Ham de Foc,9041,305
BLK JKS,1955,305
Korla Pandit,16269,304
Bluvertigo,5620,304
Tim Urban,5760,304
Aidan Baker & thisquietarmy,745,304
Professional Murder Music,16011,304
샤이니 (SHINee),16066,304
The Sweet Serenades,5551,304
Zabranjeno Pušenje,13075,304
Karel Kryl,13116,304
Flavio Mandinga Project,7541,303
DJ Whoo Kid,11389,303
Tank,10773,303
Чи-Ли,10075,303
Jeremy Messersmith,6221,303
Five Iron Frenzy,8016,303
MARY ROSE,4607,303
Fall of Efrafa,11624,303
White Zombie,5672,303
Rebecca Caine,15408,302
Marcia Goldschmidt,16808,302
Montana Skies,2438,302
"Jay-Z, Bono, The Edge & Rihanna",4512,302
Banda Calypso,14570,302
Guillamino,17974,302
Monster,16896,302
Pat Boone,8811,302
Caro Emerald,7869,302
The Human Abstract,11032,302
Seth Gueko,2225,302
Sybreed,11817,302
Jozeh Luiz,18554,302
The Blues Busters,9617,302
Gypsy & The Cat,11731,302
THE KIDDIE,12813,302
Casuarina,16155,302
Ben Frost,766,302
Carly Rae Jepsen,7275,301
ГРОТ,17195,301
Demians,6574,301
Holden,12196,301
ケミカルピクチャーズ,12814,301
Adrienne Bailon,11583,301
Little Grey Girlfriend,12124,301
Beardfish,6579,301
Diamanda Galás,18741,301
Scenes And Sirens,10920,301
Jamey Johnson,8101,301
Der W,13537,301
Museo Rosenbach,14956,301
Свиньи В Космосе,10483,301
The Chamber Strings,8826,301
And So I Watch You From Afar,11272,300
Uma Thurman,10251,300
Smile Smile,14798,300
Guther,13652,300
Shinji Miyazaki,6072,300
God Help the Girl,15140,300
Savia,10308,300
Erin McCarley,7288,300
Salzburg Chamber Soloists,9192,300
Alamaailman Vasarat,7053,300
MellowHype,8466,300
Livres para Adorar,12952,300
L'aura,15162,300
Secret Secret Dino Club,14733,300
樹海,9096,300
林原めぐみ,16230,299
Cidia & Dan,11474,299
Sampa Crew,9168,299
Eef Barzelay,15889,299
Béla Bartók,11427,299
The Beta Band,6188,299
Magda Wójcik,5725,299
Termanology,17927,299
Hugh Jackman,11941,299
Elf,9529,299
Witchfinder General,16947,299
Robyn Hitchcock and The Egyptians,7154,299
Machina,12655,299
堀山俊彦,16627,299
Frank Marino,5895,299
Hiroyuki Iwatsuki,16231,299
Anoop Desai,18582,298
Taksim Trio,8455,298
The Grouch & Eligh,1637,298
Maria Daniela Y Su Sonido Lasser,2596,298
Prophetic Dream,15531,298
Felix Kubin,14670,298
Danny Bryant's RedEyeBand,12627,298
Larespark,6438,298
akissforjersey,1562,298
Bola de Nieve,18355,298
Gepe,3899,298
Pez,17183,297
Amberly Thiessen,17469,297
Margarita Rosa de Francisco,12595,297
Dick El Demasiado,17975,297
Samson,6273,297
Tristeza,14194,297
Crucis,7805,297
Atsakau  niekadA,18727,297
Early Man,1370,297
Noisecontrollers,1310,297
Unholy Matrimony,2776,297
Harmonium,11428,297
Brad,12834,297
Iskald,18466,297
Stockholm Monsters,10106,297
Semiramis,14957,297
The Saviorz,11818,297
Goodnight Sunrise,6610,297
Donna Regina,12826,296
Жанна Фриске,1574,296
This Morn' Omina,11094,296
Wolf,1371,296
Eläkeläiset,7341,296
Dionne Warwick,10142,296
Julie Maria,15714,296
Carolina Wallin Pérez,7658,296
Human Action Network,13653,296
Duncan James,14707,296
The Vanishing,9151,296
Tristan Prettyman,8358,296
Cadence Weapon,11686,296
The Ghost Orchid,11210,296
Donkey Rollers,1311,296
The Black Eyed Peas,8019,296
Morodo,4347,296
The Big Pink,16055,295
Alphonso S'Entrega,7542,295
Sema,9050,295
Converter,11092,295
Dan Le Sac vs Scroobius Pip,11948,295
Vas,8699,295
Poslednja igra leptira,16625,295
The Diplomats,2917,295
Medicine,16270,295
Ceumar,9707,295
Ode à l'Acadie,17078,295
Electrovamp,11995,295
Clogs,623,295
Grave,6808,295
Катя Чехова,5923,295
bzik,13860,295
Mamma Mia! Cast,11443,295
The Diskettes,15855,294
Lunatic,2250,294
Adorable,13672,294
Evil Conduct,9618,294
Johann Pachelbel,17766,294
Daniel Licht,6051,294
Aya RL,18742,294
skins,16566,294
Liliana Herrero,18356,294
崎元仁,7159,294
KMD,2918,294
Burrito,4399,294
Chemlab,10163,294
Chickenhawk,5210,294
Matt McIntosh,16209,294
Sun Ra,9455,293
Pac Div,1638,293
Stranger Danger,12494,293
Fikret Kızılok,9054,293
Monna Bell,17088,293
Songs: Ohia,16028,293
The Von Bondies,1991,293
The Floor Is Made Of Lava,10323,293
Deadline,16271,293
Out of Ether,16364,293
Bambix,15429,293
Dalton,14958,293
Martin Rica,15895,293
The Devils,14712,293
Pholhas,7806,292
Slank,14234,292
KAVver.,4858,292
Portishead + Epigones,18589,292
moumoon,17488,292
Falamansa,6483,292
Chalk Circle,13086,292
Agnes Obel,15715,292
The Wildhearts,2357,292
Ska;L?5;L,14164,292
Under The Light,16890,292
Antonis Remos,648,292
Sky Sailing,11572,292
Aaron Tippin,3599,292
Everybody Else,5661,292
Farhad As'adian,8456,292
Wahala,7543,292
Horse Feathers,14065,292
Go Betty Go,16892,292
Impact,15208,292
Hello Seahorse!,15896,292
The Bobby Fuller Four,15583,292
Anna Jantar,7136,292
Agent Steel,1373,292
Robert Francis,18511,291
The Beat Fleet,13383,291
Mezquita,14959,291
Тихий Джа,4996,291
Loikaemie,9619,291
Dj Eleven,13091,291
Jon B.,11079,291
Michael Johns,9662,291
Nevio,13538,291
Max Tannone,7544,291
Radial Angel,4743,291
А-Студио,1785,291
Diatonis,15246,291
Total Eclipse,5497,291
Daisy Dares You,10683,291
Chetes,15897,291
Jean-Jacques Burnel,15594,290
The Pepper Pots,9620,290
The Intelligence,14142,290
Malfeitor,2777,290
Fat Mattress,11429,290
Feindflug,24,290
Tereza Salgueiro Com Lusitânia Ensemble,14246,289
Gatto Marte,11430,289
ブラック・キャッツ,16275,289
Cinta Laura,11691,289
Georges Brassens,7206,289
The Maytals,9621,289
Jonteknik featuring Martyn Bailey,6927,289
Paddington DC,14143,289
Faster Pussycat,5010,289
Teebs,5868,289
Jared Leto,15511,289
Jensemann,18590,289
I Would Set Myself on Fire for You,12981,289
Loose Ends,1830,289
Wax Poetic,7253,289
Morandi,2506,289
Rocky Votolato,17184,288
Beatriz Pichi Malén,18357,288
Lärm,1211,288
Lee Aaron,9461,288
Foghat,8795,288
ANNA TSUCHIYA inspi' NANA (BLACK STONES),9576,288
La Misma Gente,7546,288
Abel Korzeniowski,10218,288
Gringo,14339,288
Наталья Могилевская,9757,288
Plies,9905,288
Malón,17178,288
Revelation Theory,5938,288
Bachir Attar,17341,288
Kerli Kõiv,7464,288
Rhymefest,17928,288
Showtime Cast,6684,287
Kuervos del Sur,1137,287
Keith Caputo,3736,287
auncia,12815,287
Coptic Rain,18743,287
Gilda,15908,287
White Apple Tree,16619,287
Ünol Büyükgönenç,9042,287
Carly Smithson,3574,287
The Radio R.A.T. Misery Hour,14075,287
Lhasa,14649,287
Thorshji,18200,287
Admiral Angry,14165,287
John Foxx & Louis Gordon,11931,286
Chinese Man,6042,286
The Cold Napoleons,7662,286
Oz Alchemist,18744,286
Zespół Reprezentacyjny,10898,286
Garotos Podres,9855,286
"DJ Messiah, 50 Cent And Eminem",11390,286
Freddie Joachim,10550,286
The Gladiators,3135,286
Caural,17297,286
Valkyrias,17145,286
Elefant,9132,286
Patrizio Buanne,8760,286
Austere,13478,286
8°6 Crew,9622,286
Lee Rocker,14481,285
Holly Brook,15371,285
Laghetto,12320,285
Green River Ordinance,4744,285
Bobby Darin,15361,285
Me In Motion,18307,285
The Rescues,12192,285
Bearsuit,15856,285
The Business,2036,285
Kim Larsen,6353,285
7th Floor,7940,285
Los Punsetes,2540,284
Pamela,10252,284
ディル アン グレイ,9241,284
Naughty by Nature,4598,284
Dr. John,11926,284
Soul Asylum,10851,284
Rock Star Supernova,177,284
Tobacco,12605,284
Frank Zappa & Captain Beefheart,4405,284
Bedük,12085,284
Alien Produkt,5704,284
Billy Briggs,16276,283
Dubfire,4599,283
Yuck,4443,283
Punk TV,16391,283
Tsunami Wazahari,3136,283
Krzysztof Krawczyk,9038,283
Colchón,15898,283
Dr. Living Dead,16803,283
Luis Enrique,14536,283
Sister Machine Gun,9330,283
Black Uhuru,9833,283
Hungry Lucy,4138,283
Tenek,11330,283
Stomper 98,9623,283
Fantazja,5705,283
Hannah Fury,11050,283
Kill Paradise,6596,283
東京事変,9587,283
I object!,14112,283
DVA,15372,282
Dum Dum Girls,12978,282
Xmal Deutschland,15517,282
Willard Grant Conspiracy,16838,282
Charon,1917,282
Deviant UK,16620,282
Buono!,10233,282
Air Formation,14937,282
Nuteki,6441,282
Jon Hassell,18184,282
4hero,1822,282
Man Overboard,9807,282
Nobunny,12008,282
Manca Špik,9014,282
4 Non Blondes,5780,282
Crooked I,17929,282
The Movement,16842,282
Khia,6568,282
Everlasting Will,15252,282
Gary B,18035,282
Prototypes,17501,281
Kid Alex,15785,281
The Union Underground,12777,281
Сюрприз,6442,281
Jinx,13384,281
Нэнси,18156,281
Kissey Asplund,18185,281
Richard Gibbs,10855,281
Domantas Razauskas,18728,281
Tina Dico,18368,281
Donell Jones,11064,281
Ojciec Dyktator,14909,281
Dykehouse,16056,281
Mirrorthrone,1215,281
Que Fim Levou Valdir?,5646,281
CrashDďet,9471,281
반야,2510,281
Tender Forever,14144,281
Bladerunner,16571,280
Sigue Sigue Sputnik,9322,280
Adrienne Pierce,5663,280
Stina Nordenstam,9245,280
Diyana,358,280
Dymaxion,16450,280
Cabernet Deneuve,14166,280
Adriana Lucia,12597,280
Atalyja,18729,280
DVDA,18102,280
Dozer,16378,280
3mmey,402,280
Jonathan Richman,11733,280
Angtoria,14727,280
Candiria,3234,280
Útidúr,9878,280
Jon Lajoie,5317,280
Petula Clark,17648,280
Chico César,16839,280
Magnum,10453,279
Leonardo de Lozanne,17089,279
Toad,7807,279
Harry Potter Movie Theme,7254,279
X-Patriate (Alan J. Lipman),5097,279
Life Without Buildings,17907,279
Curved Air,14961,279
Karelia,5577,279
Montgomery Bruce,12125,279
Noycetm,1327,279
Descendants of Cain,13889,279
Csrd,2228,279
The Pink rays,12222,279
The Rorschach Garden,9501,279
La Toya Jackson,4919,279
Capitol K,15388,279
Saybia,11049,278
múm & Úrú Búrú Sextettinn,9998,278
Nico Vega,17851,278
Michael Dulin,7255,278
Nicole Atkins,16449,278
Hello Saferide,14845,278
Glis,1334,278
The Heptones,16101,278
Haujobb,1256,278
Deadboy & the Elephantmen,15209,278
E-Craft,1313,278
Naif,14235,278
X Factor Finalists,15150,278
Cidade Negra,17231,278
Emay,12747,278
Nazım Hikmet,13993,277
Portland Cello Project,2825,277
Age of Nemesis,16502,277
Katapult,13117,277
Ahmed Arif,16448,277
Slow Club,11743,277
Amanda Lear,17571,277
Irfan,9043,277
Darin Schaffer,15882,277
T3CHN0PH0B1A,9323,276
Tin Tan,7839,276
Cepia,10193,276
Palace Fires,11235,276
Stravaganzza,10311,276
PSIRICO,13284,276
今井翼,14595,276
Four Jacks,6354,276
I Nine,10678,276
Fail Emotions,781,276
The Morning Benders,7185,276
Aera,7808,276
Breathe Electric,6598,276
Bela B.,12538,276
Grupo Revelação,4486,276
David Hodges,10824,276
Dolls,17146,276
First Signs Of Frost,13850,276
Los Paranoias,7547,276
Carfax Abbey,16012,276
Carpark North,3412,276
Cadaveria,7463,275
King Tut,13707,275
Dies Irae,10086,275
Katy B,13460,275
Ilian Filipov,13767,275
Canned Heat,2869,275
Nicolas Jaar,3698,275
1SaGain,18003,275
The Echelon Effect,17380,275
Ja Rule,14340,275
Koolfox,15615,275
I,13727,275
Iron On,9308,275
Julio Iglesias Jr.,16764,274
Dance Club Massacre,5075,274
Adrina Thorpe,13223,274
IceSixxx,16621,274
Pezet/Małolat,5055,274
Evelyn Evelyn,15294,274
Moonhill,13507,274
Califone,14210,274
Lorette Velvette,14076,274
Tear Down The Lies!,10107,274
LS Jack,10460,274
Plasmatics,7357,274
Afro Kolektyw,15382,274
Javelin,12748,273
delicious pastries,12996,273
Roger Miller,13422,273
Pat Kelly,9624,273
Overland,16008,273
Aphrodite's Child,7809,273
Your Favorite Martian,15169,273
Shiva in Exile,10031,273
Bad Balance,8174,273
Django Reinhardt & Stéphane Grappelli,11431,273
Biohazard,3050,272
The Flower Kings,10472,272
Political Asylum,14113,272
Corrientes,4401,272
Graeme Revell,7507,272
Artur Andrus,18024,272
The English Beat,7548,272
Joe Anderson,15237,272
シェリル・ノーム,17768,272
Animosity,16595,272
Frank Marino & Mahogany Rush,5896,272
hoshina anniversary,17767,272
DJ Quik,2229,272
Bliss n Eso,14451,271
Colour Haze,9916,271
Кукрыниксы,6242,271
Dr. Ring-Ding & The Senior Allstars,9625,271
"Clarence ""Gatemouth"" Brown",8813,271
Christopher Wilde.,17621,271
Femi Kuti,7556,271
Ларик Сурапов,15141,271
Confession,13213,271
Cinerama,16029,271
Beyond the Void,8049,271
The Soundtrack of Our Lives,13778,271
Cosma,13340,271
Niccolò Paganini,12188,271
Whiplash,10775,271
Elite Force,4992,271
God Lives Underwater,17236,271
Hymie's Basement,3699,271
The Rorschach Audio,13508,271
Mathew Jonson,14774,271
Jessica Harp,10679,271
Lifestream,15430,270
Paul Rodgers,9349,270
MFSB,1823,270
Shahzoda,11346,270
Silent Circle,3916,270
La Tordue,7200,270
Kele,16786,270
Art of Fighters,15616,270
Horcas,17179,270
Bezerra Da Silva,11002,270
Lillasyster,8353,270
Magtens Korridorer,6365,270
Codeine,12324,270
The Witcher Soundtrack,10087,270
Antonio Banderas,11452,270
Shirley Rumsey,13596,270
PRALAY,12784,270
Boy Crazy,15857,270
Royal Stockholm Philharmonic Orchestra,12189,269
Tesco Value,7435,269
True Star,8619,269
絢香,9116,269
Hood,14301,269
The Heads,4080,269
Bobina,10694,269
Mike Dowling,8814,268
The Pax Cecilia,15876,268
Wren,15373,268
The Broadways,4200,268
Angus,6443,268
Helge Schneider,10320,268
Сэт,17427,268
Sprengjuhöllin,9879,268
presto?,5647,268
Tinashé,14477,268
Jullie,1454,268
Nxzero,11015,268
This Empty Flow,12707,268
Eric Prydz,2509,268
Uncle Kracker,14135,268
depressive minds,13192,268
X-Dream,1255,268
Toto Cutugno,8816,268
Diana King,5849,268
Ежи И Петруччо,7362,268
"Aphex Twin, Drukqs",15312,268
Raw Power,15210,267
Elnare,11347,267
White Town,18591,267
Diddy - Dirty Money,7782,267
Иван Ургант,7996,267
Lars Lilholt,6355,267
The Heart Attacks,10441,267
Havoc,11391,267
M. Bulteau,12929,267
Israel Vibration,9834,267
Houria Aïchi & L'Hijâz'Car,9053,267
Tyko,11593,267
Sweet Vacation,5576,267
Juelz Santana & Lil Wayne,2920,267
Nevada Tan,1049,267
Ena Pá 2000,15099,267
Bruce Faulconer,5835,267
Daz Dillinger,10056,267
Realicide,3342,267
Kuudes Tunti,15518,267
Noise Unit,15595,267
Umbanda,7192,266
Parni Valjak,12832,266
Karsten Pflum,18201,266
Joell Ortiz,17930,266
Peter Criss,16834,266
Nunca Inverno,5648,266
Друга Ріка,18223,266
Zucchero,11455,266
Tired Pony,15444,266
Glenn Underground,17509,266
Beth,14543,266
Tara Perdida,12517,266
Lokai,17976,266
Blood Red Throne,8248,266
Roi Heenok,2230,266
Destin Road,15253,266
División Minúscula,15899,266
The Tetris,18613,266
Fisz,10289,266
Goldheart Assembly,7184,266
1997,17289,266
Les Jumeaux,15596,266
Rush - Power Windows,12383,266
Tuck Everlasting Soundtrack,7257,266
高橋幸宏,18592,265
Devourment,1286,265
Six Feet Under,8251,265
DJ Screw,18103,265
Anna David,6368,265
Komet,7037,265
Acordes Seletos,14267,265
Fred Astaire,7436,265
William Basinski,6163,265
Máiréad Nesbitt,13437,265
Dexter Gordon,11655,264
Fighting With Wire,12390,264
Крихітка,9657,264
Moondog,13950,264
"Bono, Glen Hansard & Damien Rice",12294,264
Полина Гагарина,8008,264
Agitation Free,6172,264
Permanent Me,13581,264
Taktloss,5608,264
Luz Verde,7549,264
Radionave,14565,264
Radiotape,11458,264
Autopilot Off,9764,264
Asphyx,6809,264
Aereogramme,10820,264
Kids in the Kitchen,14641,264
Steeleye Span,13598,263
Hariçten Gazelciler,13509,263
Jeniferever,12703,263
BRAHMS,17769,263
Nicole Wray,8603,263
Jan Bang,18186,263
Reverend and The Makers,7186,263
Şivan Perwer,18666,263
Earl Sweatshirt,8472,263
河野伸,10933,263
All Parallels,14167,263
Cub,15858,263
Les Chants de Nihil,18730,263
K.A.S.T.A.,15383,263
The Melodians,9626,263
"Pips, Chips & Videoclips",16210,263
Andrea,16384,263
Entertainment For The Braindead,10381,263
The Legends,12009,262
Dan Bern,9536,262
Wicked Original Broadway Cast,11016,262
ТЕХНИКА : НЕИСПРАВНА,10032,262
The Sin:Decay,6810,262
Musiq,1841,262
Mortiis,9999,262
Allen/Lande,1996,262
Agent Fresco,9880,262
Alessandra Maestrini,12037,262
Fugitive Souls,16622,262
Toby Twining,16451,262
Spice 1,2231,262
Knxwledge,10551,262
Michel Legrand,17079,262
The Dangerous Summer,6450,261
G. Love & Special Sauce,6462,261
Jagjit Singh,7024,261
Rick Springfield,5264,261
Lady & Bird,5664,261
Aylin Aslım,15973,261
Sinne Eeg,15716,261
Beat Hackers,9000,261
The Left Banke,13599,261
Telex,13168,261
Masters of Reality,10456,261
All My Faith Lost ...,5707,261
Current Value,2153,261
Geoff Farina,12321,261
Square,8191,261
Ken,10724,261
Volantes,14223,261
Dodo And The Dodo's,6356,261
Tones on Tail,9863,260
Luciano Pereyra,8374,260
Coprofago,4788,260
2AM Club,10421,260
Inner Place,15254,260
Intermediate Japanese,6686,260
Julian Cope,15639,260
Elefante,3879,260
Christiane F.,5621,260
Switches,15233,260
char2d2,9309,260
Volta Do Mar,13708,260
Saud Al-Shuraim,12433,260
Isihia,6749,260
Gustavo Santaolalla,10523,260
Браво,4299,260
Abu Ali,17097,260
John Prine,9537,260
Mara Aranda & Solatge,9044,259
Panacea,10553,259
Choking Victim,3343,259
By Surprise,12499,259
Japanther,3344,259
The Storm,6369,259
SHURA,11173,259
ZeRo-BaSs,9001,259
The White Trainers Community,2826,259
Dexys Midnight Runners,15584,259
RealTobacco,3939,259
Elias and The Wizzkids,14843,259
Evil Dead Original Off-Broadway Cast,17750,259
Inactive Messiah,5578,259
The Duke & The King,9538,258
Cledus T. Judd,3604,258
Hot Boogie Chillun,14077,258
Despina Vandi,9658,258
Rusted Shut,11964,258
Impaled,9214,258
Téléphone,7214,258
Lee Hazlewood,18339,258
Chiasm,12394,258
Joan as Police Woman,13224,258
Lô Borges,16843,258
Ulises Hadjis,7550,258
Mortification,12695,258
La Nueva Banda Timbiriche,1435,258
Laxative,8250,258
Audio Adrenaline,12953,258
F.I.B,15500,257
Fool's Garden,1925,257
Heartless Bastards,13779,257
Alban Berg Quartet,2272,257
Fidel Nadal,7551,257
Jordan Rudess,1172,257
ميس شلش,17098,257
D'Nash,649,257
Violator,4794,257
Алиса,3837,257
Roy Buchanan,11923,257
David Bustamante,2074,257
Morbid,8521,257
Goatika Creative Lab,16392,257
Brendon Small,4789,257
Lina Morgana,6591,257
bruninho & davi,12656,257
Ike Quebec,12131,257
Fito & Fitipaldis,12923,257
Jocelyn Pook,4972,257
Ministério Adoração e Vida,3182,257
Snowden,7741,257
Enigmatic Obsession,13359,257
Boppin' B,17463,257
Josephine Collective,10921,256
Papas da Língua,14341,256
Spoonbill,18202,256
Stillife,5708,256
Partibrejkers,13385,256
legend of zelda,17751,256
Celina Ree,6357,256
Static Movement,1086,256
Blutonium Boy,1316,256
Pill,17931,256
Goot,14011,256
Koushik,16058,256
Spoken,12954,256
The Detroit Experiment,17977,256
Gaia Consort,7416,256
Message to Bears,11267,256
Blue Sky Black Death,18707,256
Son of Dork,16567,256
Bel Canto,11897,256
Afromental,14747,255
Adela Popescu,2056,255
I Killed Techno!,3345,255
Johannes Schmoelling,12827,255
Vanich (Military Clan),17428,255
Synapscape,11095,255
Jesper Kyd,9986,255
Andrew York,628,255
Skip James,5665,255
Olivier Deriviere,10840,255
Darko Rundek,13386,255
Chris Whitley,13452,255
Watchout! Theres Ghosts,10922,255
Michael Danna & Various,5552,255
Magic Sam,12059,255
Mint,7889,255
Dolly Mixture,10743,255
P24,1317,255
The Breath of Life,18445,255
Leonel García,3061,255
Fiskales Ad-Hok,16628,255
Iommi,5695,255
Хелависа,14694,255
New Musik,1902,255
María José,4697,255
Radio Birdman,15987,254
Korn (Unplugged),15874,254
Reverie In Me,9310,254
Salad,13423,254
Ketchup Mania,10230,254
KLB,14517,254
Essence,13370,254
Deep Enfant,18036,254
Moi Caprice,10324,254
Rapazolla,7083,254
Rosita de Espinar,5737,254
Brighten,10923,254
Acid Witch,11159,254
Metal Fingers,13093,254
7 Year Bitch,6532,254
Peter Baumann,12828,254
When Roses Die,6444,254
Bandana,10059,254
Octavio Suñé,7552,253
Sander van Doorn,1318,253
Arkhon Infaustus,2779,253
Pyhäkoulu,15519,253
True Colour of Blood,12829,253
Alex Lambert,9661,253
Quatro Por Um,8725,253
Bob Wills and his Texas Playboys,1224,253
Albert Hammond Jr.,18614,253
Tim Armstrong,14078,253
Flies are Spies from Hell,11264,253
Skaльпель,14168,253
UK Decay,13892,253
Verdena,11492,253
Secret Lives of the Freemasons,15431,253
Rodolfo,14708,253
Jennifer Chung,361,253
High Contrast,12854,253
Kıraç,10253,253
Jerry Goldsmith,7156,253
Abakus,5347,252
DJ Mehdi,6053,252
Cary Brothers,5553,252
Dječaci,14741,252
Ирония судьбы,7997,252
Fugdale,4400,252
Donny Hathaway,7753,252
Bethlehem,15875,252
Nana Caymmi,11766,252
BeForU,9103,252
Microfilm,16393,252
Pink & Brown,14211,252
Giorgos Papadopoulos,650,251
Tua und Vasee,10881,251
Secret Machines,15750,251
Earth Affair,13438,251
Mike Stocksdale,12126,251
Lowell Fulson,12058,251
Dan Deacon,2417,251
Midnight Hour,2057,251
Dead Boys,14657,251
Dianna Agron,16386,251
té,12716,251
Deny Everything,9802,251
Brooklyn Bounce,1319,251
Arcana,5718,251
Dance Floor Justice,16273,251
Plushgun,15617,251
And None of Them Knew They Were Robots,11003,251
School Boy Humor,5322,251
Grand Belial's Key,7915,251
박정현,9097,251
Frank Black,9206,251
Barón Rojo,5809,251
Brian Eno & David Byrne,12933,250
Riblja Corba,16948,250
"Daft Punk, Alive 2007 (live)",15313,250
Andrzej Zaucha,17328,250
WWE,16835,250
Funky G,651,250
Geneva Jacuzzi,13162,250
Johnny Hobo and the Freight Trains,17852,250
Juluka,13453,250
Dead Meadow,13289,250
Tommy Emmanuel,8354,250
Entwine,10864,250
Artie Shaw,7437,250
Celestial Aeon Project,17752,250
Oscar Peterson Trio,12127,250
Бекчоро,11348,250
Ugress,4402,250
Lauren Pritchard,12480,249
The Versatiles,9627,249
The Time Travelling Pirates,16787,249
Camilo Sesto,13601,249
Pure Saturday,12612,249
Alaska,17412,249
Arnab (aimraj.com),12785,249
Brutus,13118,249
Nena & Kim Wilde,11174,249
The Color Morale,16414,249
Гости из Будущего,13360,249
Gérard Blanchard,7202,249
"Meryl Streep, Julie Walters, Christine Baranski",15409,249
Wise,16849,249
Kurban,13510,249
Soledad Bravo,14695,249
Resist and Exist,14114,248
The Silvertones,9628,248
Mizca,12830,248
Werner Haas/Orchestre National de L'Opéra de Monte-Carlo/Alceo Galliera,2274,248
Catalina Palacios,15909,248
Robert Wyatt,14962,248
Mohsen Chavoshi,15705,248
Donnie Klang,9494,248
One Man Army and the Undead Quartet,10088,248
Saint Just,14963,248
Make It Count,14833,248
Mineral,17307,248
Борис Гребенщиков,11175,247
Полумягкие,16205,247
Борис Апрель,13361,247
DJ Frane,11558,247
Ricardo Montaner,8698,247
Espen Lind,6711,247
Pescado Rabioso,5246,247
James Murdoch,13689,247
Бригада,7998,247
Philippe Rombi,10221,247
W.K.?,9003,247
Elizabeth & The Catapult,13217,247
Smoosh,13225,247
Fernando Rocha,12518,247
Prodigy,11826,247
Tzolk'in,11096,247
福原美穂,12193,246
Ежи и Петруччо,7363,246
J Balvin (El Negocio),12598,246
Astrobrite,16059,246
Love Like... Electrocution,8463,246
Proyecto Mirage,11103,246
Punch Exciters,7303,246
Sun City Girls,4077,246
The International Beat,7553,246
FM Belfast,11466,246
Lex Land,7278,246
"Tamura Yukari, Nana Mizuki and Nanoha A's Seiyuu",17770,246
AphelionX,9004,246
The Age of Information,18271,246
Igor Stravinsky,1138,246
Vida Reluz,14571,246
Cory Lee,7277,246
ダウト,13782,246
Werner Haas,2275,246
HK119,3278,246
Joanna Pacitti,10680,245
Andy Timmons,12786,245
Yasume,15883,245
The Demanders,16090,245
Dead Heart Bloom,11848,245
Iszoloscope,11097,245
The Angels of Light,11965,245
Julia Murney,15410,245
Maldita,5102,245
Stephanie McIntosh,7447,245
Moshav,11798,245
XSI,4602,245
Radioactivo,17958,245
Ulytau,11349,245
Daniel Lanois,13702,244
Henryk Górecki,13948,244
120 Days,14642,244
Nino Katamadze,7026,244
